                                   25 Oct 2020 16:39:40
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SPOC



All Solar Panel Groups
----------------------

      Time (UTCG)          Power (W)    Solar Intensity
-----------------------    ---------    ---------------
1 Dec 2020 19:21:33.533        8.351           1.000000
1 Dec 2020 19:22:33.533        8.068           1.000000
1 Dec 2020 19:23:33.533        7.754           1.000000
1 Dec 2020 19:24:33.533        7.411           1.000000
1 Dec 2020 19:25:33.533        7.031           1.000000
1 Dec 2020 19:26:33.533        6.623           1.000000
1 Dec 2020 19:27:33.533        6.730           1.000000
1 Dec 2020 19:28:33.533        7.079           1.000000
1 Dec 2020 19:29:33.533        7.385           1.000000
1 Dec 2020 19:30:33.533        7.667           1.000000
1 Dec 2020 19:31:33.533        7.909           1.000000
1 Dec 2020 19:32:33.533        0.793           0.097818
1 Dec 2020 19:33:33.533        0.000           0.000000
1 Dec 2020 19:34:33.533        0.000           0.000000
1 Dec 2020 19:35:33.533        0.000           0.000000
1 Dec 2020 19:36:33.533        0.000           0.000000
1 Dec 2020 19:37:33.533        0.000           0.000000
1 Dec 2020 19:38:33.533        0.000           0.000000
1 Dec 2020 19:39:33.533        0.000           0.000000
1 Dec 2020 19:40:33.533        0.000           0.000000
1 Dec 2020 19:41:33.533        0.000           0.000000
1 Dec 2020 19:42:33.533        0.000           0.000000
1 Dec 2020 19:43:33.533        0.000           0.000000
1 Dec 2020 19:44:33.533        0.000           0.000000
1 Dec 2020 19:45:33.533        0.000           0.000000
1 Dec 2020 19:46:33.533        0.000           0.000000
1 Dec 2020 19:47:33.533        0.000           0.000000
1 Dec 2020 19:48:33.533        0.000           0.000000
1 Dec 2020 19:49:33.533        0.000           0.000000
1 Dec 2020 19:50:33.533        0.000           0.000000
1 Dec 2020 19:51:33.533        0.000           0.000000
1 Dec 2020 19:52:33.533        0.000           0.000000
1 Dec 2020 19:53:33.533        0.000           0.000000
1 Dec 2020 19:54:33.533        0.000           0.000000
1 Dec 2020 19:55:33.533        0.000           0.000000
1 Dec 2020 19:56:33.533        0.000           0.000000
1 Dec 2020 19:57:33.533        0.000           0.000000
1 Dec 2020 19:58:33.533        0.000           0.000000
1 Dec 2020 19:59:33.533        0.000           0.000000
1 Dec 2020 20:00:33.533        0.000           0.000000
1 Dec 2020 20:01:33.533        0.000           0.000000
1 Dec 2020 20:02:33.533        0.000           0.000000
1 Dec 2020 20:03:33.533        0.000           0.000000
1 Dec 2020 20:04:33.533        0.000           0.000000
1 Dec 2020 20:05:33.533        0.000           0.000000
1 Dec 2020 20:06:33.533        0.000           0.000000
1 Dec 2020 20:07:33.533        0.097           0.045520
1 Dec 2020 20:08:33.533        1.765           1.000000
1 Dec 2020 20:09:33.533        1.404           1.000000
1 Dec 2020 20:10:33.533        1.032           1.000000
1 Dec 2020 20:11:33.533        0.663           1.000000
1 Dec 2020 20:12:33.533        0.287           1.000000
1 Dec 2020 20:13:33.533        0.071           1.000000
1 Dec 2020 20:14:33.533        0.509           1.000000
1 Dec 2020 20:15:33.533        0.941           1.000000
1 Dec 2020 20:16:33.533        1.372           1.000000
1 Dec 2020 20:17:33.533        1.798           1.000000
1 Dec 2020 20:18:33.533        2.216           1.000000
1 Dec 2020 20:19:33.533        2.620           1.000000
1 Dec 2020 20:20:33.533        3.018           1.000000
1 Dec 2020 20:21:33.533        3.399           1.000000
1 Dec 2020 20:22:33.533        3.764           1.000000
1 Dec 2020 20:23:33.533        4.114           1.000000
1 Dec 2020 20:24:33.533        4.448           1.000000
1 Dec 2020 20:25:33.533        4.750           1.000000
1 Dec 2020 20:26:33.533        5.038           1.000000
1 Dec 2020 20:27:33.533        5.302           1.000000
1 Dec 2020 20:28:33.533        5.546           1.000000
1 Dec 2020 20:29:33.533        5.758           1.000000
1 Dec 2020 20:30:33.533        5.945           1.000000
1 Dec 2020 20:31:33.533        6.111           1.000000
1 Dec 2020 20:32:33.533        6.245           1.000000
1 Dec 2020 20:33:33.533        6.351           1.000000
1 Dec 2020 20:34:33.533        6.428           1.000000
1 Dec 2020 20:35:33.533        6.474           1.000000
1 Dec 2020 20:36:33.533        6.490           1.000000
1 Dec 2020 20:37:33.533        6.877           1.000000
1 Dec 2020 20:38:33.533        7.272           1.000000
1 Dec 2020 20:39:33.533        7.631           1.000000
1 Dec 2020 20:40:33.533        7.962           1.000000
1 Dec 2020 20:41:33.533        8.241           1.000000
1 Dec 2020 20:42:33.533        8.491           1.000000
1 Dec 2020 20:43:33.533        8.698           1.000000
1 Dec 2020 20:44:33.533        8.875           1.000000
1 Dec 2020 20:45:33.533        9.005           1.000000
1 Dec 2020 20:46:33.533        9.104           1.000000
1 Dec 2020 20:47:33.533        9.141           1.000000
1 Dec 2020 20:48:33.533        9.147           1.000000
1 Dec 2020 20:49:33.533        9.111           1.000000
1 Dec 2020 20:50:33.533        9.035           1.000000
1 Dec 2020 20:51:33.533        8.907           1.000000
1 Dec 2020 20:52:33.533        8.758           1.000000
1 Dec 2020 20:53:33.533        8.558           1.000000
1 Dec 2020 20:54:33.533        8.316           1.000000
1 Dec 2020 20:55:33.533        8.035           1.000000
1 Dec 2020 20:56:33.533        7.718           1.000000
1 Dec 2020 20:57:33.533        7.371           1.000000
1 Dec 2020 20:58:33.533        6.988           1.000000
1 Dec 2020 20:59:33.533        6.579           1.000000
1 Dec 2020 21:00:33.533        6.749           1.000000
1 Dec 2020 21:01:33.533        7.086           1.000000
1 Dec 2020 21:02:33.533        7.399           1.000000
1 Dec 2020 21:03:33.533        7.667           1.000000
1 Dec 2020 21:04:33.533        7.906           1.000000
1 Dec 2020 21:05:33.533        0.000           0.000000
1 Dec 2020 21:06:33.533        0.000           0.000000
1 Dec 2020 21:07:33.533        0.000           0.000000
1 Dec 2020 21:08:33.533        0.000           0.000000
1 Dec 2020 21:09:33.533        0.000           0.000000
1 Dec 2020 21:10:33.533        0.000           0.000000
1 Dec 2020 21:11:33.533        0.000           0.000000
1 Dec 2020 21:12:33.533        0.000           0.000000
1 Dec 2020 21:13:33.533        0.000           0.000000
1 Dec 2020 21:14:33.533        0.000           0.000000
1 Dec 2020 21:15:33.533        0.000           0.000000
1 Dec 2020 21:16:33.533        0.000           0.000000
1 Dec 2020 21:17:33.533        0.000           0.000000
1 Dec 2020 21:18:33.533        0.000           0.000000
1 Dec 2020 21:19:33.533        0.000           0.000000
1 Dec 2020 21:20:33.533        0.000           0.000000
1 Dec 2020 21:21:33.533        0.000           0.000000
1 Dec 2020 21:22:33.533        0.000           0.000000
1 Dec 2020 21:23:33.533        0.000           0.000000
1 Dec 2020 21:24:33.533        0.000           0.000000
1 Dec 2020 21:25:33.533        0.000           0.000000
1 Dec 2020 21:26:33.533        0.000           0.000000
1 Dec 2020 21:27:33.533        0.000           0.000000
1 Dec 2020 21:28:33.533        0.000           0.000000
1 Dec 2020 21:29:33.533        0.000           0.000000
1 Dec 2020 21:30:33.533        0.000           0.000000
1 Dec 2020 21:31:33.533        0.000           0.000000
