                                     2 Nov 2020 17:31:29
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SPOC



All Solar Panel Groups
----------------------

       Time (UTCG)          Power (W)    Solar Intensity
------------------------    ---------    ---------------
26 Nov 2020 05:03:07.836        0.000           0.000000
26 Nov 2020 05:04:07.836        0.000           0.000000
26 Nov 2020 05:05:07.836        0.000           0.000000
26 Nov 2020 05:06:07.836        0.000           0.000000
26 Nov 2020 05:07:07.836        0.000           0.000000
26 Nov 2020 05:08:07.836        0.000           0.000000
26 Nov 2020 05:09:07.836        0.000           0.000000
26 Nov 2020 05:10:07.836        0.000           0.000000
26 Nov 2020 05:11:07.836        0.000           0.000000
26 Nov 2020 05:12:07.836        0.000           0.000000
26 Nov 2020 05:13:07.836        0.000           0.000000
26 Nov 2020 05:14:07.836        0.000           0.000000
26 Nov 2020 05:15:07.836        0.000           0.000000
26 Nov 2020 05:16:07.836        0.000           0.000000
26 Nov 2020 05:17:07.836        0.000           0.000000
26 Nov 2020 05:18:07.836        0.000           0.000000
26 Nov 2020 05:19:07.836        0.000           0.000000
26 Nov 2020 05:20:07.836        0.000           0.000000
26 Nov 2020 05:21:07.836        0.000           0.000000
26 Nov 2020 05:22:07.836        2.175           1.000000
26 Nov 2020 05:23:07.836        1.793           1.000000
26 Nov 2020 05:24:07.836        1.420           1.000000
26 Nov 2020 05:25:07.836        1.037           1.000000
26 Nov 2020 05:26:07.836        0.642           1.000000
26 Nov 2020 05:27:07.836        0.234           1.000000
26 Nov 2020 05:28:07.836        0.485           1.000000
26 Nov 2020 05:29:07.836        0.939           1.000000
26 Nov 2020 05:30:07.836        1.392           1.000000
26 Nov 2020 05:31:07.836        1.831           1.000000
26 Nov 2020 05:32:07.836        2.290           1.000000
26 Nov 2020 05:33:07.836        2.732           1.000000
26 Nov 2020 05:34:07.836        3.159           1.000000
26 Nov 2020 05:35:07.836        3.571           1.000000
26 Nov 2020 05:36:07.836        3.948           1.000000
26 Nov 2020 05:37:07.836        4.334           1.000000
26 Nov 2020 05:38:07.836        4.693           1.000000
26 Nov 2020 05:39:07.836        5.052           1.000000
26 Nov 2020 05:40:07.836        5.365           1.000000
26 Nov 2020 05:41:07.836        5.665           1.000000
26 Nov 2020 05:42:07.836        5.920           1.000000
26 Nov 2020 05:43:07.836        6.159           1.000000
26 Nov 2020 05:44:07.836        6.398           1.000000
26 Nov 2020 05:45:07.836        6.550           1.000000
26 Nov 2020 05:46:07.836        6.720           1.000000
26 Nov 2020 05:47:07.836        6.851           1.000000
26 Nov 2020 05:48:07.836        6.892           1.000000
26 Nov 2020 05:49:07.836        7.033           1.000000
26 Nov 2020 05:50:07.836        7.057           1.000000
26 Nov 2020 05:51:07.836        7.251           1.000000
26 Nov 2020 05:52:07.836        7.714           1.000000
26 Nov 2020 05:53:07.836        8.134           1.000000
26 Nov 2020 05:54:07.836        8.448           1.000000
26 Nov 2020 05:55:07.836        8.803           1.000000
26 Nov 2020 05:56:07.836        9.063           1.000000
26 Nov 2020 05:57:07.836        9.308           1.000000
26 Nov 2020 05:58:07.836        9.502           1.000000
26 Nov 2020 05:59:07.836        9.676           1.000000
26 Nov 2020 06:00:07.836        9.776           1.000000
26 Nov 2020 06:01:07.836        9.862           1.000000
26 Nov 2020 06:02:07.836        9.870           1.000000
26 Nov 2020 06:03:07.836        9.866           1.000000
26 Nov 2020 06:04:07.836        9.795           1.000000
26 Nov 2020 06:05:07.836        9.693           1.000000
26 Nov 2020 06:06:07.836        9.552           1.000000
26 Nov 2020 06:07:07.836        9.364           1.000000
26 Nov 2020 06:08:07.836        9.128           1.000000
26 Nov 2020 06:09:07.836        8.843           1.000000
26 Nov 2020 06:10:07.836        8.507           1.000000
26 Nov 2020 06:11:07.836        8.176           1.000000
26 Nov 2020 06:12:07.836        7.803           1.000000
26 Nov 2020 06:13:07.836        7.345           1.000000
26 Nov 2020 06:14:07.836        7.180           1.000000
26 Nov 2020 06:15:07.836        7.550           1.000000
26 Nov 2020 06:16:07.836        7.921           1.000000
26 Nov 2020 06:17:07.836        8.193           1.000000
26 Nov 2020 06:18:07.836        8.465           1.000000
26 Nov 2020 06:19:07.836        2.316           0.266710
26 Nov 2020 06:20:07.836        0.000           0.000000
26 Nov 2020 06:21:07.836        0.000           0.000000
26 Nov 2020 06:22:07.836        0.000           0.000000
26 Nov 2020 06:23:07.836        0.000           0.000000
26 Nov 2020 06:24:07.836        0.000           0.000000
26 Nov 2020 06:25:07.836        0.000           0.000000
26 Nov 2020 06:26:07.836        0.000           0.000000
26 Nov 2020 06:27:07.836        0.000           0.000000
26 Nov 2020 06:28:07.836        0.000           0.000000
26 Nov 2020 06:29:07.836        0.000           0.000000
26 Nov 2020 06:30:07.836        0.000           0.000000
26 Nov 2020 06:31:07.836        0.000           0.000000
26 Nov 2020 06:32:07.836        0.000           0.000000
26 Nov 2020 06:33:07.836        0.000           0.000000
26 Nov 2020 06:34:07.836        0.000           0.000000
26 Nov 2020 06:35:07.836        0.000           0.000000
26 Nov 2020 06:36:07.836        0.000           0.000000
26 Nov 2020 06:37:07.836        0.000           0.000000
26 Nov 2020 06:38:07.836        0.000           0.000000
26 Nov 2020 06:39:07.836        0.000           0.000000
26 Nov 2020 06:40:07.836        0.000           0.000000
26 Nov 2020 06:41:07.836        0.000           0.000000
26 Nov 2020 06:42:07.836        0.000           0.000000
26 Nov 2020 06:43:07.836        0.000           0.000000
26 Nov 2020 06:44:07.836        0.000           0.000000
26 Nov 2020 06:45:07.836        0.000           0.000000
26 Nov 2020 06:46:07.836        0.000           0.000000
26 Nov 2020 06:47:07.836        0.000           0.000000
26 Nov 2020 06:48:07.836        0.000           0.000000
26 Nov 2020 06:49:07.836        0.000           0.000000
26 Nov 2020 06:50:07.836        0.000           0.000000
26 Nov 2020 06:51:07.836        0.000           0.000000
26 Nov 2020 06:52:07.836        0.000           0.000000
26 Nov 2020 06:53:07.836        0.000           0.000000
26 Nov 2020 06:54:07.836        0.000           0.000000
26 Nov 2020 06:55:07.836        2.146           1.000000
26 Nov 2020 06:56:07.836        1.762           1.000000
26 Nov 2020 06:57:07.836        1.383           1.000000
26 Nov 2020 06:58:07.836        0.990           1.000000
26 Nov 2020 06:59:07.836        0.609           1.000000
26 Nov 2020 07:00:07.836        0.203           1.000000
26 Nov 2020 07:01:07.836        0.498           1.000000
26 Nov 2020 07:02:07.836        0.972           1.000000
26 Nov 2020 07:03:07.836        1.435           1.000000
26 Nov 2020 07:04:07.836        1.860           1.000000
26 Nov 2020 07:05:07.836        2.311           1.000000
26 Nov 2020 07:06:07.836        2.740           1.000000
26 Nov 2020 07:07:07.836        3.179           1.000000
26 Nov 2020 07:08:07.836        3.586           1.000000
26 Nov 2020 07:09:07.836        3.969           1.000000
26 Nov 2020 07:10:07.836        4.354           1.000000
26 Nov 2020 07:11:07.836        4.716           1.000000
26 Nov 2020 07:12:07.836        5.059           1.000000
26 Nov 2020 07:13:07.836        5.379           1.000000
26 Nov 2020 07:14:07.836        5.681           1.000000
26 Nov 2020 07:15:07.836        5.937           1.000000
26 Nov 2020 07:16:07.836        6.181           1.000000
26 Nov 2020 07:17:07.836        6.400           1.000000
26 Nov 2020 07:18:07.836        6.558           1.000000
26 Nov 2020 07:19:07.836        6.739           1.000000
26 Nov 2020 07:20:07.836        6.876           1.000000
26 Nov 2020 07:21:07.836        6.961           1.000000
26 Nov 2020 07:22:07.836        7.022           1.000000
26 Nov 2020 07:23:07.836        7.055           1.000000
26 Nov 2020 07:24:07.836        7.300           1.000000
26 Nov 2020 07:25:07.836        7.745           1.000000
26 Nov 2020 07:26:07.836        8.139           1.000000
26 Nov 2020 07:27:07.836        8.484           1.000000
26 Nov 2020 07:28:07.836        8.790           1.000000
26 Nov 2020 07:29:07.836        9.082           1.000000
26 Nov 2020 07:30:07.836        9.312           1.000000
26 Nov 2020 07:31:07.836        9.516           1.000000
26 Nov 2020 07:32:07.836        9.668           1.000000
26 Nov 2020 07:33:07.836        9.770           1.000000
26 Nov 2020 07:34:07.836        9.866           1.000000
26 Nov 2020 07:35:07.836        9.870           1.000000
26 Nov 2020 07:36:07.836        9.860           1.000000
26 Nov 2020 07:37:07.836        9.780           1.000000
26 Nov 2020 07:38:07.836        9.683           1.000000
26 Nov 2020 07:39:07.836        9.528           1.000000
26 Nov 2020 07:40:07.836        9.314           1.000000
26 Nov 2020 07:41:07.836        9.094           1.000000
26 Nov 2020 07:42:07.836        8.803           1.000000
26 Nov 2020 07:43:07.836        8.460           1.000000
26 Nov 2020 07:44:07.836        8.128           1.000000
26 Nov 2020 07:45:07.836        7.755           1.000000
26 Nov 2020 07:46:07.836        7.325           1.000000
26 Nov 2020 07:47:07.836        7.208           1.000000
26 Nov 2020 07:48:07.836        7.553           1.000000
26 Nov 2020 07:49:07.836        7.887           1.000000
26 Nov 2020 07:50:07.836        8.208           1.000000
26 Nov 2020 07:51:07.836        8.448           1.000000
26 Nov 2020 07:52:07.836        0.000           0.000000
26 Nov 2020 07:53:07.836        0.000           0.000000
26 Nov 2020 07:54:07.836        0.000           0.000000
26 Nov 2020 07:55:07.836        0.000           0.000000
26 Nov 2020 07:56:07.836        0.000           0.000000
26 Nov 2020 07:57:07.836        0.000           0.000000
26 Nov 2020 07:58:07.836        0.000           0.000000
26 Nov 2020 07:59:07.836        0.000           0.000000
26 Nov 2020 08:00:07.836        0.000           0.000000
26 Nov 2020 08:01:07.836        0.000           0.000000
26 Nov 2020 08:02:07.836        0.000           0.000000
26 Nov 2020 08:03:07.836        0.000           0.000000
26 Nov 2020 08:04:07.836        0.000           0.000000
26 Nov 2020 08:05:07.836        0.000           0.000000
26 Nov 2020 08:06:07.836        0.000           0.000000
26 Nov 2020 08:07:07.836        0.000           0.000000
26 Nov 2020 08:08:07.836        0.000           0.000000
26 Nov 2020 08:09:07.836        0.000           0.000000
26 Nov 2020 08:10:07.836        0.000           0.000000
26 Nov 2020 08:11:07.836        0.000           0.000000
26 Nov 2020 08:12:07.836        0.000           0.000000
26 Nov 2020 08:13:07.836        0.000           0.000000
26 Nov 2020 08:14:07.836        0.000           0.000000
26 Nov 2020 08:15:07.836        0.000           0.000000
26 Nov 2020 08:16:07.836        0.000           0.000000
26 Nov 2020 08:17:07.836        0.000           0.000000
26 Nov 2020 08:18:07.836        0.000           0.000000
26 Nov 2020 08:19:07.836        0.000           0.000000
26 Nov 2020 08:20:07.836        0.000           0.000000
26 Nov 2020 08:21:07.836        0.000           0.000000
26 Nov 2020 08:22:07.836        0.000           0.000000
26 Nov 2020 08:23:07.836        0.000           0.000000
26 Nov 2020 08:24:07.836        0.000           0.000000
26 Nov 2020 08:25:07.836        0.000           0.000000
