                                    25 Oct 2020 16:32:53
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SPOC



All Solar Panel Groups
----------------------

       Time (UTCG)          Power (W)    Solar Intensity
------------------------    ---------    ---------------
24 Nov 2020 06:37:07.130        0.000           0.000000
24 Nov 2020 06:38:07.130        0.000           0.000000
24 Nov 2020 06:39:07.130        0.000           0.000000
24 Nov 2020 06:40:07.130        0.000           0.000000
24 Nov 2020 06:41:07.130        0.000           0.000000
24 Nov 2020 06:42:07.130        0.000           0.000000
24 Nov 2020 06:43:07.130        0.000           0.000000
24 Nov 2020 06:44:07.130        0.000           0.000000
24 Nov 2020 06:45:07.130        0.000           0.000000
24 Nov 2020 06:46:07.130        0.000           0.000000
24 Nov 2020 06:47:07.130        0.000           0.000000
24 Nov 2020 06:48:07.130        0.000           0.000000
24 Nov 2020 06:49:07.130        0.000           0.000000
24 Nov 2020 06:50:07.130        0.000           0.000000
24 Nov 2020 06:51:07.130        0.000           0.000000
24 Nov 2020 06:52:07.130        0.000           0.000000
24 Nov 2020 06:53:07.130        0.000           0.000000
24 Nov 2020 06:54:07.130        0.000           0.000000
24 Nov 2020 06:55:07.130        2.307           1.000000
24 Nov 2020 06:56:07.130        1.934           1.000000
24 Nov 2020 06:57:07.130        1.548           1.000000
24 Nov 2020 06:58:07.130        1.163           1.000000
24 Nov 2020 06:59:07.130        0.770           1.000000
24 Nov 2020 07:00:07.130        0.439           1.000000
24 Nov 2020 07:01:07.130        0.892           1.000000
24 Nov 2020 07:02:07.130        1.341           1.000000
24 Nov 2020 07:03:07.130        1.801           1.000000
24 Nov 2020 07:04:07.130        2.246           1.000000
24 Nov 2020 07:05:07.130        2.671           1.000000
24 Nov 2020 07:06:07.130        3.101           1.000000
24 Nov 2020 07:07:07.130        3.512           1.000000
24 Nov 2020 07:08:07.130        3.907           1.000000
24 Nov 2020 07:09:07.130        4.295           1.000000
24 Nov 2020 07:10:07.130        4.657           1.000000
24 Nov 2020 07:11:07.130        5.003           1.000000
24 Nov 2020 07:12:07.130        5.329           1.000000
24 Nov 2020 07:13:07.130        5.636           1.000000
24 Nov 2020 07:14:07.130        5.917           1.000000
24 Nov 2020 07:15:07.130        6.176           1.000000
24 Nov 2020 07:16:07.130        6.402           1.000000
24 Nov 2020 07:17:07.130        6.603           1.000000
24 Nov 2020 07:18:07.130        6.779           1.000000
24 Nov 2020 07:19:07.130        6.927           1.000000
24 Nov 2020 07:20:07.130        7.042           1.000000
24 Nov 2020 07:21:07.130        7.132           1.000000
24 Nov 2020 07:22:07.130        7.186           1.000000
24 Nov 2020 07:23:07.130        7.211           1.000000
24 Nov 2020 07:24:07.130        7.559           1.000000
24 Nov 2020 07:25:07.130        7.974           1.000000
24 Nov 2020 07:26:07.130        8.346           1.000000
24 Nov 2020 07:27:07.130        8.682           1.000000
24 Nov 2020 07:28:07.130        8.999           1.000000
24 Nov 2020 07:29:07.130        9.267           1.000000
24 Nov 2020 07:30:07.130        9.484           1.000000
24 Nov 2020 07:31:07.130        9.668           1.000000
24 Nov 2020 07:32:07.130        9.811           1.000000
24 Nov 2020 07:33:07.130        9.919           1.000000
24 Nov 2020 07:34:07.130        9.968           1.000000
24 Nov 2020 07:35:07.130        9.989           1.000000
24 Nov 2020 07:36:07.130        9.954           1.000000
24 Nov 2020 07:37:07.130        9.877           1.000000
24 Nov 2020 07:38:07.130        9.767           1.000000
24 Nov 2020 07:39:07.130        9.604           1.000000
24 Nov 2020 07:40:07.130        9.408           1.000000
24 Nov 2020 07:41:07.130        9.168           1.000000
24 Nov 2020 07:42:07.130        8.865           1.000000
24 Nov 2020 07:43:07.130        8.558           1.000000
24 Nov 2020 07:44:07.130        8.194           1.000000
24 Nov 2020 07:45:07.130        7.801           1.000000
24 Nov 2020 07:46:07.130        7.374           1.000000
24 Nov 2020 07:47:07.130        7.420           1.000000
24 Nov 2020 07:48:07.130        7.781           1.000000
24 Nov 2020 07:49:07.130        8.102           1.000000
24 Nov 2020 07:50:07.130        8.410           1.000000
24 Nov 2020 07:51:07.130        8.653           1.000000
24 Nov 2020 07:52:07.130        0.000           0.000000
24 Nov 2020 07:53:07.130        0.000           0.000000
24 Nov 2020 07:54:07.130        0.000           0.000000
24 Nov 2020 07:55:07.130        0.000           0.000000
24 Nov 2020 07:56:07.130        0.000           0.000000
24 Nov 2020 07:57:07.130        0.000           0.000000
24 Nov 2020 07:58:07.130        0.000           0.000000
24 Nov 2020 07:59:07.130        0.000           0.000000
24 Nov 2020 08:00:07.130        0.000           0.000000
24 Nov 2020 08:01:07.130        0.000           0.000000
24 Nov 2020 08:02:07.130        0.000           0.000000
24 Nov 2020 08:03:07.130        0.000           0.000000
24 Nov 2020 08:04:07.130        0.000           0.000000
24 Nov 2020 08:05:07.130        0.000           0.000000
24 Nov 2020 08:06:07.130        0.000           0.000000
24 Nov 2020 08:07:07.130        0.000           0.000000
24 Nov 2020 08:08:07.130        0.000           0.000000
24 Nov 2020 08:09:07.130        0.000           0.000000
24 Nov 2020 08:10:07.130        0.000           0.000000
24 Nov 2020 08:11:07.130        0.000           0.000000
24 Nov 2020 08:12:07.130        0.000           0.000000
24 Nov 2020 08:13:07.130        0.000           0.000000
24 Nov 2020 08:14:07.130        0.000           0.000000
24 Nov 2020 08:15:07.130        0.000           0.000000
24 Nov 2020 08:16:07.130        0.000           0.000000
24 Nov 2020 08:17:07.130        0.000           0.000000
24 Nov 2020 08:18:07.130        0.000           0.000000
24 Nov 2020 08:19:07.130        0.000           0.000000
24 Nov 2020 08:20:07.130        0.000           0.000000
24 Nov 2020 08:21:07.130        0.000           0.000000
24 Nov 2020 08:22:07.130        0.000           0.000000
24 Nov 2020 08:23:07.130        0.000           0.000000
24 Nov 2020 08:24:07.130        0.000           0.000000
24 Nov 2020 08:25:07.130        0.000           0.000000
24 Nov 2020 08:26:07.130        0.000           0.000000
24 Nov 2020 08:27:07.130        0.000           0.000000
24 Nov 2020 08:28:07.130        2.287           1.000000
24 Nov 2020 08:29:07.130        1.907           1.000000
24 Nov 2020 08:30:07.130        1.521           1.000000
24 Nov 2020 08:31:07.130        1.130           1.000000
24 Nov 2020 08:32:07.130        0.741           1.000000
24 Nov 2020 08:33:07.130        0.453           1.000000
24 Nov 2020 08:34:07.130        0.904           1.000000
24 Nov 2020 08:35:07.130        1.368           1.000000
24 Nov 2020 08:36:07.130        1.813           1.000000
24 Nov 2020 08:37:07.130        2.257           1.000000
24 Nov 2020 08:38:07.130        2.697           1.000000
24 Nov 2020 08:39:07.130        3.119           1.000000
24 Nov 2020 08:40:07.130        3.532           1.000000
24 Nov 2020 08:41:07.130        3.934           1.000000
24 Nov 2020 08:42:07.130        4.310           1.000000
24 Nov 2020 08:43:07.130        4.668           1.000000
24 Nov 2020 08:44:07.130        5.025           1.000000
24 Nov 2020 08:45:07.130        5.348           1.000000
24 Nov 2020 08:46:07.130        5.651           1.000000
24 Nov 2020 08:47:07.130        5.931           1.000000
24 Nov 2020 08:48:07.130        6.187           1.000000
