                                    25 Oct 2020 16:32:36
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SPOC



All Solar Panel Groups
----------------------

       Time (UTCG)          Power (W)    Solar Intensity
------------------------    ---------    ---------------
23 Nov 2020 22:30:53.401        7.940           1.000000
23 Nov 2020 22:31:53.401        8.250           1.000000
23 Nov 2020 22:32:53.401        8.527           1.000000
23 Nov 2020 22:33:53.401        8.757           1.000000
23 Nov 2020 22:34:53.401        0.000           0.000000
23 Nov 2020 22:35:53.401        0.000           0.000000
23 Nov 2020 22:36:53.401        0.000           0.000000
23 Nov 2020 22:37:53.401        0.000           0.000000
23 Nov 2020 22:38:53.401        0.000           0.000000
23 Nov 2020 22:39:53.401        0.000           0.000000
23 Nov 2020 22:40:53.401        0.000           0.000000
23 Nov 2020 22:41:53.401        0.000           0.000000
23 Nov 2020 22:42:53.401        0.000           0.000000
23 Nov 2020 22:43:53.401        0.000           0.000000
23 Nov 2020 22:44:53.401        0.000           0.000000
23 Nov 2020 22:45:53.401        0.000           0.000000
23 Nov 2020 22:46:53.401        0.000           0.000000
23 Nov 2020 22:47:53.401        0.000           0.000000
23 Nov 2020 22:48:53.401        0.000           0.000000
23 Nov 2020 22:49:53.401        0.000           0.000000
23 Nov 2020 22:50:53.401        0.000           0.000000
23 Nov 2020 22:51:53.401        0.000           0.000000
23 Nov 2020 22:52:53.401        0.000           0.000000
23 Nov 2020 22:53:53.401        0.000           0.000000
23 Nov 2020 22:54:53.401        0.000           0.000000
23 Nov 2020 22:55:53.401        0.000           0.000000
23 Nov 2020 22:56:53.401        0.000           0.000000
23 Nov 2020 22:57:53.401        0.000           0.000000
23 Nov 2020 22:58:53.401        0.000           0.000000
23 Nov 2020 22:59:53.401        0.000           0.000000
23 Nov 2020 23:00:53.401        0.000           0.000000
23 Nov 2020 23:01:53.401        0.000           0.000000
23 Nov 2020 23:02:53.401        0.000           0.000000
23 Nov 2020 23:03:53.401        0.000           0.000000
23 Nov 2020 23:04:53.401        0.000           0.000000
23 Nov 2020 23:05:53.401        0.000           0.000000
23 Nov 2020 23:06:53.401        0.000           0.000000
23 Nov 2020 23:07:53.401        0.000           0.000000
23 Nov 2020 23:08:53.401        0.000           0.000000
23 Nov 2020 23:09:53.401        1.707           0.675712
23 Nov 2020 23:10:53.401        2.152           1.000000
23 Nov 2020 23:11:53.401        1.776           1.000000
23 Nov 2020 23:12:53.401        1.390           1.000000
23 Nov 2020 23:13:53.401        0.999           1.000000
23 Nov 2020 23:14:53.401        0.611           1.000000
23 Nov 2020 23:15:53.401        0.701           1.000000
