                                    2 Nov 2020 17:34:34
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SPOC



All Solar Panel Groups
----------------------

      Time (UTCG)          Power (W)    Solar Intensity
-----------------------    ---------    ---------------
3 Dec 2020 17:42:32.861        8.442           1.000000
3 Dec 2020 17:43:32.861        8.397           1.000000
3 Dec 2020 17:44:32.861        8.296           1.000000
3 Dec 2020 17:45:32.861        8.166           1.000000
3 Dec 2020 17:46:32.861        7.994           1.000000
3 Dec 2020 17:47:32.861        7.804           1.000000
3 Dec 2020 17:48:32.861        7.557           1.000000
3 Dec 2020 17:49:32.861        7.268           1.000000
3 Dec 2020 17:50:32.861        6.960           1.000000
3 Dec 2020 17:51:32.861        6.619           1.000000
3 Dec 2020 17:52:32.861        6.251           1.000000
3 Dec 2020 17:53:32.861        6.103           1.000000
3 Dec 2020 17:54:32.861        6.427           1.000000
3 Dec 2020 17:55:32.861        6.739           1.000000
3 Dec 2020 17:56:32.861        6.991           1.000000
3 Dec 2020 17:57:32.861        7.225           1.000000
3 Dec 2020 17:58:32.861        7.438           1.000000
3 Dec 2020 17:59:32.861        0.000           0.000000
3 Dec 2020 18:00:32.861        0.000           0.000000
3 Dec 2020 18:01:32.861        0.000           0.000000
3 Dec 2020 18:02:32.861        0.000           0.000000
3 Dec 2020 18:03:32.861        0.000           0.000000
3 Dec 2020 18:04:32.861        0.000           0.000000
3 Dec 2020 18:05:32.861        0.000           0.000000
3 Dec 2020 18:06:32.861        0.000           0.000000
3 Dec 2020 18:07:32.861        0.000           0.000000
3 Dec 2020 18:08:32.861        0.000           0.000000
3 Dec 2020 18:09:32.861        0.000           0.000000
3 Dec 2020 18:10:32.861        0.000           0.000000
3 Dec 2020 18:11:32.861        0.000           0.000000
3 Dec 2020 18:12:32.861        0.000           0.000000
3 Dec 2020 18:13:32.861        0.000           0.000000
3 Dec 2020 18:14:32.861        0.000           0.000000
3 Dec 2020 18:15:32.861        0.000           0.000000
3 Dec 2020 18:16:32.861        0.000           0.000000
3 Dec 2020 18:17:32.861        0.000           0.000000
3 Dec 2020 18:18:32.861        0.000           0.000000
3 Dec 2020 18:19:32.861        0.000           0.000000
3 Dec 2020 18:20:32.861        0.000           0.000000
3 Dec 2020 18:21:32.861        0.000           0.000000
3 Dec 2020 18:22:32.861        0.000           0.000000
3 Dec 2020 18:23:32.861        0.000           0.000000
3 Dec 2020 18:24:32.861        0.000           0.000000
3 Dec 2020 18:25:32.861        0.000           0.000000
3 Dec 2020 18:26:32.861        0.000           0.000000
3 Dec 2020 18:27:32.861        0.000           0.000000
3 Dec 2020 18:28:32.861        0.000           0.000000
3 Dec 2020 18:29:32.861        0.000           0.000000
3 Dec 2020 18:30:32.861        0.000           0.000000
3 Dec 2020 18:31:32.861        0.000           0.000000
3 Dec 2020 18:32:32.861        0.000           0.000000
3 Dec 2020 18:33:32.861        1.853           0.896736
3 Dec 2020 18:34:32.861        1.755           1.000000
3 Dec 2020 18:35:32.861        1.415           1.000000
3 Dec 2020 18:36:32.861        1.079           1.000000
3 Dec 2020 18:37:32.861        0.737           1.000000
3 Dec 2020 18:38:32.861        0.389           1.000000
3 Dec 2020 18:39:32.861        0.043           1.000000
3 Dec 2020 18:40:32.861        0.301           1.000000
3 Dec 2020 18:41:32.861        0.706           1.000000
3 Dec 2020 18:42:32.861        1.109           1.000000
3 Dec 2020 18:43:32.861        1.497           1.000000
3 Dec 2020 18:44:32.861        1.878           1.000000
3 Dec 2020 18:45:32.861        2.260           1.000000
3 Dec 2020 18:46:32.861        2.643           1.000000
3 Dec 2020 18:47:32.861        3.001           1.000000
3 Dec 2020 18:48:32.861        3.350           1.000000
3 Dec 2020 18:49:32.861        3.668           1.000000
3 Dec 2020 18:50:32.861        3.985           1.000000
3 Dec 2020 18:51:32.861        4.274           1.000000
3 Dec 2020 18:52:32.861        4.561           1.000000
3 Dec 2020 18:53:32.861        4.810           1.000000
3 Dec 2020 18:54:32.861        5.048           1.000000
3 Dec 2020 18:55:32.861        5.246           1.000000
3 Dec 2020 18:56:32.861        5.423           1.000000
3 Dec 2020 18:57:32.861        5.589           1.000000
3 Dec 2020 18:58:32.861        5.726           1.000000
3 Dec 2020 18:59:32.861        5.823           1.000000
3 Dec 2020 19:00:32.861        5.912           1.000000
3 Dec 2020 19:01:32.861        5.962           1.000000
3 Dec 2020 19:02:32.861        5.989           1.000000
3 Dec 2020 19:03:32.861        6.197           1.000000
3 Dec 2020 19:04:32.861        6.585           1.000000
3 Dec 2020 19:05:32.861        6.917           1.000000
3 Dec 2020 19:06:32.861        7.237           1.000000
3 Dec 2020 19:07:32.861        7.512           1.000000
3 Dec 2020 19:08:32.861        7.762           1.000000
3 Dec 2020 19:09:32.861        7.970           1.000000
3 Dec 2020 19:10:32.861        8.141           1.000000
3 Dec 2020 19:11:32.861        8.266           1.000000
3 Dec 2020 19:12:32.861        8.355           1.000000
3 Dec 2020 19:13:32.861        8.422           1.000000
3 Dec 2020 19:14:32.861        8.443           1.000000
3 Dec 2020 19:15:32.861        8.430           1.000000
3 Dec 2020 19:16:32.861        8.366           1.000000
3 Dec 2020 19:17:32.861        8.272           1.000000
3 Dec 2020 19:18:32.861        8.121           1.000000
3 Dec 2020 19:19:32.861        7.944           1.000000
3 Dec 2020 19:20:32.861        7.745           1.000000
3 Dec 2020 19:21:32.861        7.497           1.000000
3 Dec 2020 19:22:32.861        7.237           1.000000
3 Dec 2020 19:23:32.861        6.903           1.000000
3 Dec 2020 19:24:32.861        6.572           1.000000
3 Dec 2020 19:25:32.861        6.196           1.000000
3 Dec 2020 19:26:32.861        6.097           1.000000
3 Dec 2020 19:27:32.861        6.431           1.000000
3 Dec 2020 19:28:32.861        6.727           1.000000
3 Dec 2020 19:29:32.861        6.989           1.000000
3 Dec 2020 19:30:32.861        7.224           1.000000
3 Dec 2020 19:31:32.861        7.424           1.000000
3 Dec 2020 19:32:32.861        0.000           0.000000
3 Dec 2020 19:33:32.861        0.000           0.000000
