                                     2 Nov 2020 17:32:44
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SPOC



All Solar Panel Groups
----------------------

       Time (UTCG)          Power (W)    Solar Intensity
------------------------    ---------    ---------------
29 Nov 2020 02:37:31.500        0.000           0.000000
29 Nov 2020 02:38:31.500        0.000           0.000000
29 Nov 2020 02:39:31.500        0.000           0.000000
29 Nov 2020 02:40:31.500        0.000           0.000000
29 Nov 2020 02:41:31.500        0.000           0.000000
29 Nov 2020 02:42:31.500        0.000           0.000000
29 Nov 2020 02:43:31.500        0.000           0.000000
29 Nov 2020 02:44:31.500        0.000           0.000000
29 Nov 2020 02:45:31.500        0.000           0.000000
29 Nov 2020 02:46:31.500        0.000           0.000000
29 Nov 2020 02:47:31.500        0.000           0.000000
29 Nov 2020 02:48:31.500        0.000           0.000000
29 Nov 2020 02:49:31.500        0.000           0.000000
29 Nov 2020 02:50:31.500        0.000           0.000000
29 Nov 2020 02:51:31.500        0.000           0.000000
29 Nov 2020 02:52:31.500        0.000           0.000000
29 Nov 2020 02:53:31.500        0.000           0.000000
29 Nov 2020 02:54:31.500        0.000           0.000000
29 Nov 2020 02:55:31.500        0.000           0.000000
29 Nov 2020 02:56:31.500        0.000           0.000000
29 Nov 2020 02:57:31.500        0.000           0.000000
29 Nov 2020 02:58:31.500        0.000           0.000000
29 Nov 2020 02:59:31.500        0.000           0.000000
29 Nov 2020 03:00:31.500        0.000           0.000000
29 Nov 2020 03:01:31.500        0.000           0.000000
29 Nov 2020 03:02:31.500        0.000           0.000000
29 Nov 2020 03:03:31.500        0.000           0.000000
29 Nov 2020 03:04:31.500        1.816           1.000000
29 Nov 2020 03:05:31.500        1.436           1.000000
29 Nov 2020 03:06:31.500        1.049           1.000000
29 Nov 2020 03:07:31.500        0.655           1.000000
29 Nov 2020 03:08:31.500        0.257           1.000000
29 Nov 2020 03:09:31.500        0.129           1.000000
29 Nov 2020 03:10:31.500        0.589           1.000000
29 Nov 2020 03:11:31.500        1.045           1.000000
29 Nov 2020 03:12:31.500        1.506           1.000000
29 Nov 2020 03:13:31.500        1.948           1.000000
29 Nov 2020 03:14:31.500        2.380           1.000000
29 Nov 2020 03:15:31.500        2.820           1.000000
29 Nov 2020 03:16:31.500        3.240           1.000000
29 Nov 2020 03:17:31.500        3.631           1.000000
29 Nov 2020 03:18:31.500        4.027           1.000000
29 Nov 2020 03:19:31.500        4.379           1.000000
29 Nov 2020 03:20:31.500        4.746           1.000000
29 Nov 2020 03:21:31.500        5.063           1.000000
29 Nov 2020 03:22:31.500        5.372           1.000000
29 Nov 2020 03:23:31.500        5.627           1.000000
29 Nov 2020 03:24:31.500        5.896           1.000000
29 Nov 2020 03:25:31.500        6.122           1.000000
29 Nov 2020 03:26:31.500        6.318           1.000000
29 Nov 2020 03:27:31.500        6.487           1.000000
29 Nov 2020 03:28:31.500        6.619           1.000000
29 Nov 2020 03:29:31.500        6.736           1.000000
29 Nov 2020 03:30:31.500        6.815           1.000000
29 Nov 2020 03:31:31.500        6.860           1.000000
29 Nov 2020 03:32:31.500        6.886           1.000000
29 Nov 2020 03:33:31.500        7.319           1.000000
29 Nov 2020 03:34:31.500        7.729           1.000000
29 Nov 2020 03:35:31.500        8.097           1.000000
29 Nov 2020 03:36:31.500        8.435           1.000000
29 Nov 2020 03:37:31.500        8.762           1.000000
29 Nov 2020 03:38:31.500        9.015           1.000000
29 Nov 2020 03:39:31.500        9.243           1.000000
29 Nov 2020 03:40:31.500        9.432           1.000000
29 Nov 2020 03:41:31.500        9.536           1.000000
29 Nov 2020 03:42:31.500        9.621           1.000000
29 Nov 2020 03:43:31.500        9.669           1.000000
29 Nov 2020 03:44:31.500        9.666           1.000000
29 Nov 2020 03:45:31.500        9.646           1.000000
29 Nov 2020 03:46:31.500        9.545           1.000000
29 Nov 2020 03:47:31.500        9.401           1.000000
29 Nov 2020 03:48:31.500        9.212           1.000000
29 Nov 2020 03:49:31.500        9.035           1.000000
29 Nov 2020 03:50:31.500        8.759           1.000000
29 Nov 2020 03:51:31.500        8.464           1.000000
29 Nov 2020 03:52:31.500        8.130           1.000000
29 Nov 2020 03:53:31.500        7.765           1.000000
29 Nov 2020 03:54:31.500        7.344           1.000000
29 Nov 2020 03:55:31.500        6.920           1.000000
29 Nov 2020 03:56:31.500        7.181           1.000000
29 Nov 2020 03:57:31.500        7.549           1.000000
29 Nov 2020 03:58:31.500        7.865           1.000000
29 Nov 2020 03:59:31.500        8.148           1.000000
29 Nov 2020 04:00:31.500        8.390           1.000000
29 Nov 2020 04:01:31.500        0.000           0.000000
29 Nov 2020 04:02:31.500        0.000           0.000000
29 Nov 2020 04:03:31.500        0.000           0.000000
29 Nov 2020 04:04:31.500        0.000           0.000000
29 Nov 2020 04:05:31.500        0.000           0.000000
29 Nov 2020 04:06:31.500        0.000           0.000000
29 Nov 2020 04:07:31.500        0.000           0.000000
29 Nov 2020 04:08:31.500        0.000           0.000000
29 Nov 2020 04:09:31.500        0.000           0.000000
29 Nov 2020 04:10:31.500        0.000           0.000000
29 Nov 2020 04:11:31.500        0.000           0.000000
29 Nov 2020 04:12:31.500        0.000           0.000000
29 Nov 2020 04:13:31.500        0.000           0.000000
29 Nov 2020 04:14:31.500        0.000           0.000000
29 Nov 2020 04:15:31.500        0.000           0.000000
29 Nov 2020 04:16:31.500        0.000           0.000000
29 Nov 2020 04:17:31.500        0.000           0.000000
29 Nov 2020 04:18:31.500        0.000           0.000000
29 Nov 2020 04:19:31.500        0.000           0.000000
29 Nov 2020 04:20:31.500        0.000           0.000000
29 Nov 2020 04:21:31.500        0.000           0.000000
29 Nov 2020 04:22:31.500        0.000           0.000000
29 Nov 2020 04:23:31.500        0.000           0.000000
29 Nov 2020 04:24:31.500        0.000           0.000000
29 Nov 2020 04:25:31.500        0.000           0.000000
29 Nov 2020 04:26:31.500        0.000           0.000000
29 Nov 2020 04:27:31.500        0.000           0.000000
29 Nov 2020 04:28:31.500        0.000           0.000000
29 Nov 2020 04:29:31.500        0.000           0.000000
29 Nov 2020 04:30:31.500        0.000           0.000000
29 Nov 2020 04:31:31.500        0.000           0.000000
29 Nov 2020 04:32:31.500        0.000           0.000000
29 Nov 2020 04:33:31.500        0.000           0.000000
29 Nov 2020 04:34:31.500        0.000           0.000000
29 Nov 2020 04:35:31.500        0.000           0.000000
29 Nov 2020 04:36:31.500        0.000           0.000000
29 Nov 2020 04:37:31.500        1.787           1.000000
29 Nov 2020 04:38:31.500        1.406           1.000000
29 Nov 2020 04:39:31.500        1.015           1.000000
29 Nov 2020 04:40:31.500        0.621           1.000000
29 Nov 2020 04:41:31.500        0.225           1.000000
29 Nov 2020 04:42:31.500        0.160           1.000000
29 Nov 2020 04:43:31.500        0.623           1.000000
29 Nov 2020 04:44:31.500        1.074           1.000000
29 Nov 2020 04:45:31.500        1.534           1.000000
29 Nov 2020 04:46:31.500        1.979           1.000000
