                                   25 Oct 2020 16:40:07
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SPOC



All Solar Panel Groups
----------------------

      Time (UTCG)          Power (W)    Solar Intensity
-----------------------    ---------    ---------------
2 Dec 2020 18:30:05.578        8.840           1.000000
2 Dec 2020 18:31:05.578        8.785           1.000000
2 Dec 2020 18:32:05.578        8.690           1.000000
2 Dec 2020 18:33:05.578        8.552           1.000000
2 Dec 2020 18:34:05.578        8.377           1.000000
2 Dec 2020 18:35:05.578        8.158           1.000000
2 Dec 2020 18:36:05.578        7.906           1.000000
2 Dec 2020 18:37:05.578        7.612           1.000000
2 Dec 2020 18:38:05.578        7.292           1.000000
2 Dec 2020 18:39:05.578        6.938           1.000000
2 Dec 2020 18:40:05.578        6.547           1.000000
2 Dec 2020 18:41:05.578        6.378           1.000000
2 Dec 2020 18:42:05.578        6.705           1.000000
2 Dec 2020 18:43:05.578        7.028           1.000000
2 Dec 2020 18:44:05.578        7.311           1.000000
2 Dec 2020 18:45:05.578        7.556           1.000000
2 Dec 2020 18:46:05.578        7.764           1.000000
2 Dec 2020 18:47:05.578        0.000           0.000000
2 Dec 2020 18:48:05.578        0.000           0.000000
2 Dec 2020 18:49:05.578        0.000           0.000000
2 Dec 2020 18:50:05.578        0.000           0.000000
2 Dec 2020 18:51:05.578        0.000           0.000000
2 Dec 2020 18:52:05.578        0.000           0.000000
2 Dec 2020 18:53:05.578        0.000           0.000000
2 Dec 2020 18:54:05.578        0.000           0.000000
2 Dec 2020 18:55:05.578        0.000           0.000000
2 Dec 2020 18:56:05.578        0.000           0.000000
2 Dec 2020 18:57:05.578        0.000           0.000000
2 Dec 2020 18:58:05.578        0.000           0.000000
2 Dec 2020 18:59:05.578        0.000           0.000000
2 Dec 2020 19:00:05.578        0.000           0.000000
2 Dec 2020 19:01:05.578        0.000           0.000000
2 Dec 2020 19:02:05.578        0.000           0.000000
2 Dec 2020 19:03:05.578        0.000           0.000000
2 Dec 2020 19:04:05.578        0.000           0.000000
2 Dec 2020 19:05:05.578        0.000           0.000000
2 Dec 2020 19:06:05.578        0.000           0.000000
2 Dec 2020 19:07:05.578        0.000           0.000000
2 Dec 2020 19:08:05.578        0.000           0.000000
2 Dec 2020 19:09:05.578        0.000           0.000000
2 Dec 2020 19:10:05.578        0.000           0.000000
2 Dec 2020 19:11:05.578        0.000           0.000000
2 Dec 2020 19:12:05.578        0.000           0.000000
2 Dec 2020 19:13:05.578        0.000           0.000000
2 Dec 2020 19:14:05.578        0.000           0.000000
2 Dec 2020 19:15:05.578        0.000           0.000000
2 Dec 2020 19:16:05.578        0.000           0.000000
2 Dec 2020 19:17:05.578        0.000           0.000000
2 Dec 2020 19:18:05.578        0.000           0.000000
2 Dec 2020 19:19:05.578        0.000           0.000000
2 Dec 2020 19:20:05.578        0.000           0.000000
2 Dec 2020 19:21:05.578        0.000           0.000000
2 Dec 2020 19:22:05.578        1.839           1.000000
2 Dec 2020 19:23:05.578        1.498           1.000000
2 Dec 2020 19:24:05.578        1.136           1.000000
2 Dec 2020 19:25:05.578        0.781           1.000000
2 Dec 2020 19:26:05.578        0.416           1.000000
2 Dec 2020 19:27:05.578        0.056           1.000000
2 Dec 2020 19:28:05.578        0.324           1.000000
2 Dec 2020 19:29:05.578        0.742           1.000000
2 Dec 2020 19:30:05.578        1.165           1.000000
2 Dec 2020 19:31:05.578        1.574           1.000000
2 Dec 2020 19:32:05.578        1.982           1.000000
2 Dec 2020 19:33:05.578        2.384           1.000000
2 Dec 2020 19:34:05.578        2.770           1.000000
2 Dec 2020 19:35:05.578        3.146           1.000000
2 Dec 2020 19:36:05.578        3.506           1.000000
2 Dec 2020 19:37:05.578        3.842           1.000000
2 Dec 2020 19:38:05.578        4.172           1.000000
2 Dec 2020 19:39:05.578        4.478           1.000000
2 Dec 2020 19:40:05.578        4.765           1.000000
2 Dec 2020 19:41:05.578        5.031           1.000000
2 Dec 2020 19:42:05.578        5.265           1.000000
2 Dec 2020 19:43:05.578        5.487           1.000000
2 Dec 2020 19:44:05.578        5.680           1.000000
2 Dec 2020 19:45:05.578        5.845           1.000000
2 Dec 2020 19:46:05.578        5.983           1.000000
2 Dec 2020 19:47:05.578        6.098           1.000000
2 Dec 2020 19:48:05.578        6.181           1.000000
2 Dec 2020 19:49:05.578        6.234           1.000000
2 Dec 2020 19:50:05.578        6.265           1.000000
2 Dec 2020 19:51:05.578        6.486           1.000000
2 Dec 2020 19:52:05.578        6.873           1.000000
2 Dec 2020 19:53:05.578        7.236           1.000000
2 Dec 2020 19:54:05.578        7.563           1.000000
2 Dec 2020 19:55:05.578        7.858           1.000000
2 Dec 2020 19:56:05.578        8.107           1.000000
2 Dec 2020 19:57:05.578        8.340           1.000000
2 Dec 2020 19:58:05.578        8.516           1.000000
2 Dec 2020 19:59:05.578        8.650           1.000000
2 Dec 2020 20:00:05.578        8.749           1.000000
2 Dec 2020 20:01:05.578        8.821           1.000000
2 Dec 2020 20:02:05.578        8.839           1.000000
2 Dec 2020 20:03:05.578        8.817           1.000000
2 Dec 2020 20:04:05.578        8.758           1.000000
2 Dec 2020 20:05:05.578        8.659           1.000000
2 Dec 2020 20:06:05.578        8.518           1.000000
2 Dec 2020 20:07:05.578        8.339           1.000000
2 Dec 2020 20:08:05.578        8.116           1.000000
2 Dec 2020 20:09:05.578        7.866           1.000000
2 Dec 2020 20:10:05.578        7.570           1.000000
2 Dec 2020 20:11:05.578        7.257           1.000000
2 Dec 2020 20:12:05.578        6.897           1.000000
2 Dec 2020 20:13:05.578        6.502           1.000000
2 Dec 2020 20:14:05.578        6.387           1.000000
2 Dec 2020 20:15:05.578        6.724           1.000000
2 Dec 2020 20:16:05.578        7.033           1.000000
2 Dec 2020 20:17:05.578        7.311           1.000000
2 Dec 2020 20:18:05.578        7.555           1.000000
2 Dec 2020 20:19:05.578        7.759           1.000000
2 Dec 2020 20:20:05.578        0.000           0.000000
2 Dec 2020 20:21:05.578        0.000           0.000000
2 Dec 2020 20:22:05.578        0.000           0.000000
2 Dec 2020 20:23:05.578        0.000           0.000000
2 Dec 2020 20:24:05.578        0.000           0.000000
2 Dec 2020 20:25:05.578        0.000           0.000000
2 Dec 2020 20:26:05.578        0.000           0.000000
2 Dec 2020 20:27:05.578        0.000           0.000000
2 Dec 2020 20:28:05.578        0.000           0.000000
2 Dec 2020 20:29:05.578        0.000           0.000000
2 Dec 2020 20:30:05.578        0.000           0.000000
2 Dec 2020 20:31:05.578        0.000           0.000000
2 Dec 2020 20:32:05.578        0.000           0.000000
2 Dec 2020 20:33:05.578        0.000           0.000000
2 Dec 2020 20:34:05.578        0.000           0.000000
2 Dec 2020 20:35:05.578        0.000           0.000000
2 Dec 2020 20:36:05.578        0.000           0.000000
2 Dec 2020 20:37:05.578        0.000           0.000000
2 Dec 2020 20:38:05.578        0.000           0.000000
2 Dec 2020 20:39:05.578        0.000           0.000000
2 Dec 2020 20:40:05.578        0.000           0.000000
2 Dec 2020 20:41:05.578        0.000           0.000000
2 Dec 2020 20:42:05.578        0.000           0.000000
2 Dec 2020 20:43:05.578        0.000           0.000000
2 Dec 2020 20:44:05.578        0.000           0.000000
2 Dec 2020 20:45:05.578        0.000           0.000000
2 Dec 2020 20:46:05.578        0.000           0.000000
2 Dec 2020 20:47:05.578        0.000           0.000000
2 Dec 2020 20:48:05.578        0.000           0.000000
2 Dec 2020 20:49:05.578        0.000           0.000000
2 Dec 2020 20:50:05.578        0.000           0.000000
2 Dec 2020 20:51:05.578        0.000           0.000000
