                                    2 Nov 2020 17:24:10
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SPOC



All Solar Panel Groups
----------------------

      Time (UTCG)          Power (W)    Solar Intensity
-----------------------    ---------    ---------------
9 Nov 2020 10:31:57.628        2.054           1.000000
9 Nov 2020 10:32:57.628        1.702           1.000000
9 Nov 2020 10:33:57.628        1.332           1.000000
9 Nov 2020 10:34:57.628        0.978           1.000000
9 Nov 2020 10:35:57.628        1.049           1.000000
9 Nov 2020 10:36:57.628        1.482           1.000000
9 Nov 2020 10:37:57.628        1.866           1.000000
9 Nov 2020 10:38:57.628        2.278           1.000000
9 Nov 2020 10:39:57.628        2.701           1.000000
9 Nov 2020 10:40:57.628        3.093           1.000000
9 Nov 2020 10:41:57.628        3.487           1.000000
9 Nov 2020 10:42:57.628        3.857           1.000000
9 Nov 2020 10:43:57.628        4.235           1.000000
9 Nov 2020 10:44:57.628        4.554           1.000000
9 Nov 2020 10:45:57.628        4.888           1.000000
9 Nov 2020 10:46:57.628        5.195           1.000000
9 Nov 2020 10:47:57.628        5.508           1.000000
9 Nov 2020 10:48:57.628        5.737           1.000000
9 Nov 2020 10:49:57.628        6.020           1.000000
9 Nov 2020 10:50:57.628        6.236           1.000000
9 Nov 2020 10:51:57.628        6.436           1.000000
9 Nov 2020 10:52:57.628        6.608           1.000000
9 Nov 2020 10:53:57.628        6.755           1.000000
9 Nov 2020 10:54:57.628        6.852           1.000000
9 Nov 2020 10:55:57.628        6.976           1.000000
9 Nov 2020 10:56:57.628        7.040           1.000000
9 Nov 2020 10:57:57.628        7.052           1.000000
9 Nov 2020 10:58:57.628        7.166           1.000000
9 Nov 2020 10:59:57.628        7.564           1.000000
9 Nov 2020 11:00:57.628        7.916           1.000000
9 Nov 2020 11:01:57.628        8.298           1.000000
9 Nov 2020 11:02:57.628        8.546           1.000000
9 Nov 2020 11:03:57.628        8.811           1.000000
9 Nov 2020 11:04:57.628        9.019           1.000000
9 Nov 2020 11:05:57.628        9.248           1.000000
9 Nov 2020 11:06:57.628        9.401           1.000000
9 Nov 2020 11:07:57.628        9.510           1.000000
9 Nov 2020 11:08:57.628        9.599           1.000000
9 Nov 2020 11:09:57.628        9.613           1.000000
9 Nov 2020 11:10:57.628        9.601           1.000000
9 Nov 2020 11:11:57.628        9.527           1.000000
9 Nov 2020 11:12:57.628        9.438           1.000000
9 Nov 2020 11:13:57.628        9.310           1.000000
9 Nov 2020 11:14:57.628        9.171           1.000000
9 Nov 2020 11:15:57.628        8.959           1.000000
9 Nov 2020 11:16:57.628        8.732           1.000000
9 Nov 2020 11:17:57.628        8.455           1.000000
9 Nov 2020 11:18:57.628        8.148           1.000000
9 Nov 2020 11:19:57.628        7.784           1.000000
9 Nov 2020 11:20:57.628        7.414           1.000000
9 Nov 2020 11:21:57.628        7.075           1.000000
9 Nov 2020 11:22:57.628        7.410           1.000000
9 Nov 2020 11:23:57.628        7.778           1.000000
9 Nov 2020 11:24:57.628        8.013           1.000000
9 Nov 2020 11:25:57.628        8.237           1.000000
9 Nov 2020 11:26:57.628        8.490           1.000000
9 Nov 2020 11:27:57.628        0.000           0.000000
9 Nov 2020 11:28:57.628        0.000           0.000000
9 Nov 2020 11:29:57.628        0.000           0.000000
9 Nov 2020 11:30:57.628        0.000           0.000000
9 Nov 2020 11:31:57.628        0.000           0.000000
9 Nov 2020 11:32:57.628        0.000           0.000000
9 Nov 2020 11:33:57.628        0.000           0.000000
9 Nov 2020 11:34:57.628        0.000           0.000000
9 Nov 2020 11:35:57.628        0.000           0.000000
9 Nov 2020 11:36:57.628        0.000           0.000000
9 Nov 2020 11:37:57.628        0.000           0.000000
9 Nov 2020 11:38:57.628        0.000           0.000000
9 Nov 2020 11:39:57.628        0.000           0.000000
9 Nov 2020 11:40:57.628        0.000           0.000000
9 Nov 2020 11:41:57.628        0.000           0.000000
9 Nov 2020 11:42:57.628        0.000           0.000000
9 Nov 2020 11:43:57.628        0.000           0.000000
9 Nov 2020 11:44:57.628        0.000           0.000000
9 Nov 2020 11:45:57.628        0.000           0.000000
9 Nov 2020 11:46:57.628        0.000           0.000000
9 Nov 2020 11:47:57.628        0.000           0.000000
9 Nov 2020 11:48:57.628        0.000           0.000000
9 Nov 2020 11:49:57.628        0.000           0.000000
9 Nov 2020 11:50:57.628        0.000           0.000000
9 Nov 2020 11:51:57.628        0.000           0.000000
9 Nov 2020 11:52:57.628        0.000           0.000000
9 Nov 2020 11:53:57.628        0.000           0.000000
9 Nov 2020 11:54:57.628        0.000           0.000000
9 Nov 2020 11:55:57.628        0.000           0.000000
9 Nov 2020 11:56:57.628        0.000           0.000000
9 Nov 2020 11:57:57.628        0.000           0.000000
9 Nov 2020 11:58:57.628        0.000           0.000000
9 Nov 2020 11:59:57.628        0.000           0.000000
9 Nov 2020 12:00:57.628        0.000           0.000000
9 Nov 2020 12:01:57.628        0.000           0.000000
9 Nov 2020 12:02:57.628        2.739           1.000000
9 Nov 2020 12:03:57.628        2.381           1.000000
9 Nov 2020 12:04:57.628        2.054           1.000000
9 Nov 2020 12:05:57.628        1.690           1.000000
9 Nov 2020 12:06:57.628        1.338           1.000000
9 Nov 2020 12:07:57.628        0.976           1.000000
9 Nov 2020 12:08:57.628        1.059           1.000000
9 Nov 2020 12:09:25.708        1.233           1.000000
