                                     2 Nov 2020 17:30:38
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SPOC



All Solar Panel Groups
----------------------

       Time (UTCG)          Power (W)    Solar Intensity
------------------------    ---------    ---------------
23 Nov 2020 22:30:04.458        7.907           1.000000
23 Nov 2020 22:31:04.458        8.224           1.000000
23 Nov 2020 22:32:04.458        8.522           1.000000
23 Nov 2020 22:33:04.458        8.727           1.000000
23 Nov 2020 22:34:04.458        0.000           0.000000
23 Nov 2020 22:35:04.458        0.000           0.000000
23 Nov 2020 22:36:04.458        0.000           0.000000
23 Nov 2020 22:37:04.458        0.000           0.000000
23 Nov 2020 22:38:04.458        0.000           0.000000
23 Nov 2020 22:39:04.458        0.000           0.000000
23 Nov 2020 22:40:04.458        0.000           0.000000
23 Nov 2020 22:41:04.458        0.000           0.000000
23 Nov 2020 22:42:04.458        0.000           0.000000
23 Nov 2020 22:43:04.458        0.000           0.000000
23 Nov 2020 22:44:04.458        0.000           0.000000
23 Nov 2020 22:45:04.458        0.000           0.000000
23 Nov 2020 22:46:04.458        0.000           0.000000
23 Nov 2020 22:47:04.458        0.000           0.000000
23 Nov 2020 22:48:04.458        0.000           0.000000
23 Nov 2020 22:49:04.458        0.000           0.000000
23 Nov 2020 22:50:04.458        0.000           0.000000
23 Nov 2020 22:51:04.458        0.000           0.000000
23 Nov 2020 22:52:04.458        0.000           0.000000
23 Nov 2020 22:53:04.458        0.000           0.000000
23 Nov 2020 22:54:04.458        0.000           0.000000
23 Nov 2020 22:55:04.458        0.000           0.000000
23 Nov 2020 22:56:04.458        0.000           0.000000
23 Nov 2020 22:57:04.458        0.000           0.000000
23 Nov 2020 22:58:04.458        0.000           0.000000
23 Nov 2020 22:59:04.458        0.000           0.000000
23 Nov 2020 23:00:04.458        0.000           0.000000
23 Nov 2020 23:01:04.458        0.000           0.000000
23 Nov 2020 23:02:04.458        0.000           0.000000
23 Nov 2020 23:03:04.458        0.000           0.000000
23 Nov 2020 23:04:04.458        0.000           0.000000
23 Nov 2020 23:05:04.458        0.000           0.000000
23 Nov 2020 23:06:04.458        0.000           0.000000
23 Nov 2020 23:07:04.458        0.000           0.000000
23 Nov 2020 23:08:04.458        0.000           0.000000
23 Nov 2020 23:09:04.458        1.319           0.524757
23 Nov 2020 23:10:04.458        2.145           1.000000
23 Nov 2020 23:11:04.458        1.765           1.000000
23 Nov 2020 23:12:04.458        1.379           1.000000
23 Nov 2020 23:13:04.458        1.003           1.000000
23 Nov 2020 23:14:04.458        0.605           1.000000
23 Nov 2020 23:15:04.458        0.689           1.000000
23 Nov 2020 23:16:04.458        1.137           1.000000
23 Nov 2020 23:17:04.458        1.590           1.000000
23 Nov 2020 23:18:04.458        2.036           1.000000
23 Nov 2020 23:19:04.458        2.473           1.000000
23 Nov 2020 23:20:04.458        2.910           1.000000
23 Nov 2020 23:21:04.458        3.318           1.000000
23 Nov 2020 23:22:04.458        3.717           1.000000
23 Nov 2020 23:23:04.458        4.104           1.000000
23 Nov 2020 23:24:04.458        4.472           1.000000
23 Nov 2020 23:25:04.458        4.843           1.000000
23 Nov 2020 23:26:04.458        5.176           1.000000
23 Nov 2020 23:27:04.458        5.494           1.000000
23 Nov 2020 23:28:04.458        5.764           1.000000
23 Nov 2020 23:29:04.458        6.049           1.000000
23 Nov 2020 23:30:04.458        6.299           1.000000
23 Nov 2020 23:31:04.458        6.495           1.000000
23 Nov 2020 23:32:04.458        6.693           1.000000
23 Nov 2020 23:33:04.458        6.851           1.000000
23 Nov 2020 23:34:04.458        6.985           1.000000
23 Nov 2020 23:35:04.458        7.084           1.000000
23 Nov 2020 23:36:04.458        7.164           1.000000
23 Nov 2020 23:37:04.458        7.201           1.000000
23 Nov 2020 23:38:04.458        7.324           1.000000
23 Nov 2020 23:39:04.458        7.745           1.000000
23 Nov 2020 23:40:04.458        8.137           1.000000
23 Nov 2020 23:41:04.458        8.503           1.000000
23 Nov 2020 23:42:04.458        8.815           1.000000
23 Nov 2020 23:43:04.458        9.098           1.000000
23 Nov 2020 23:44:04.458        9.344           1.000000
23 Nov 2020 23:45:04.458        9.565           1.000000
23 Nov 2020 23:46:04.458        9.714           1.000000
23 Nov 2020 23:47:04.458        9.838           1.000000
23 Nov 2020 23:48:04.458        9.901           1.000000
23 Nov 2020 23:49:04.458        9.938           1.000000
23 Nov 2020 23:50:04.458        9.947           1.000000
23 Nov 2020 23:51:04.458        9.886           1.000000
23 Nov 2020 23:52:04.458        9.791           1.000000
23 Nov 2020 23:53:04.458        9.657           1.000000
23 Nov 2020 23:54:04.458        9.492           1.000000
23 Nov 2020 23:55:04.458        9.265           1.000000
23 Nov 2020 23:56:04.458        9.010           1.000000
23 Nov 2020 23:57:04.458        8.695           1.000000
23 Nov 2020 23:58:04.458        8.360           1.000000
23 Nov 2020 23:59:04.458        7.997           1.000000
24 Nov 2020 00:00:04.458        7.580           1.000000
24 Nov 2020 00:01:04.458        7.229           1.000000
24 Nov 2020 00:02:04.458        7.587           1.000000
24 Nov 2020 00:03:04.458        7.933           1.000000
24 Nov 2020 00:04:04.458        8.247           1.000000
24 Nov 2020 00:05:04.458        8.525           1.000000
24 Nov 2020 00:06:04.458        8.742           1.000000
24 Nov 2020 00:07:04.458        0.000           0.000000
24 Nov 2020 00:08:04.458        0.000           0.000000
24 Nov 2020 00:09:04.458        0.000           0.000000
24 Nov 2020 00:10:04.458        0.000           0.000000
24 Nov 2020 00:11:04.458        0.000           0.000000
24 Nov 2020 00:12:04.458        0.000           0.000000
24 Nov 2020 00:13:04.458        0.000           0.000000
24 Nov 2020 00:14:04.458        0.000           0.000000
24 Nov 2020 00:15:04.458        0.000           0.000000
24 Nov 2020 00:16:04.458        0.000           0.000000
24 Nov 2020 00:17:04.458        0.000           0.000000
24 Nov 2020 00:18:04.458        0.000           0.000000
24 Nov 2020 00:19:04.458        0.000           0.000000
24 Nov 2020 00:20:04.458        0.000           0.000000
24 Nov 2020 00:21:04.458        0.000           0.000000
24 Nov 2020 00:22:04.458        0.000           0.000000
24 Nov 2020 00:23:04.458        0.000           0.000000
24 Nov 2020 00:24:04.458        0.000           0.000000
24 Nov 2020 00:25:04.458        0.000           0.000000
24 Nov 2020 00:26:04.458        0.000           0.000000
24 Nov 2020 00:27:04.458        0.000           0.000000
24 Nov 2020 00:28:04.458        0.000           0.000000
24 Nov 2020 00:29:04.458        0.000           0.000000
24 Nov 2020 00:30:04.458        0.000           0.000000
24 Nov 2020 00:31:04.458        0.000           0.000000
24 Nov 2020 00:32:04.458        0.000           0.000000
